Sale_id,Customer_id,Car_id,Salesperson_id,Branch_id,Sale_date,Sale_price,Discount_given,Financing_id
455,602,15,50,7,2022-10-08,2255668.82,194331.18,9
456,460,32,4,1,2022-09-07,1342149.66,7850.34,1
457,990,46,46,6,2024-03-06,1429901.71,170098.29,19
458,793,71,54,7,2023-10-14,3653049.80,246950.20,NULL
459,656,14,55,7,2022-11-23,1023601.77,56398.23,5
460,1040,58,4,1,2024-08-24,3747051.90,52948.10,NULL
461,459,61,58,8,2023-06-19,7911319.05,588680.95,NULL
462,1147,66,2,1,2023-11-05,1945025.41,4974.59,9
463,57,55,33,4,2024-03-13,1065025.65,24974.35,18
464,624,77,42,5,2023-06-25,1340672.54,59327.46,NULL
465,14,89,19,2,2023-02-03,9169192.23,230807.77,6
466,510,97,42,5,2022-11-24,7764356.95,135643.05,13
467,794,44,33,4,2022-05-04,1796957.31,53042.69,14
468,1024,17,50,7,2022-12-21,808633.43,31366.57,4
469,42,13,35,4,2022-06-06,1375955.81,14044.19,NULL
470,670,6,7,1,2023-06-03,759799.51,30200.49,20
471,1097,29,21,3,2024-03-12,697559.46,32440.54,NULL
472,364,83,42,5,2022-01-18,2060753.17,139246.83,NULL
473,639,92,4,1,2022-07-04,9310892.60,189107.40,NULL
474,691,121,58,8,2024-12-22,11041181.21,958818.79,12
475,1006,30,2,1,2022-12-16,919185.52,30814.48,NULL
476,203,15,42,5,2023-07-19,2322275.73,127724.27,18
477,579,51,33,4,2023-09-13,1879588.76,70411.24,1
478,659,64,24,3,2023-10-10,1528874.09,91125.91,NULL
479,86,3,32,4,2023-11-18,548575.15,11424.85,2
480,97,110,31,4,2024-01-27,8920130.73,479869.27,17
481,366,68,33,4,2024-02-06,2153854.86,146145.14,NULL
482,417,61,6,1,2022-11-07,8193890.96,306109.04,10
483,493,84,4,1,2022-06-08,3152411.68,47588.32,NULL
484,291,64,7,1,2024-06-19,1573980.83,46019.17,NULL
485,559,6,17,2,2023-04-07,764191.50,25808.50,20
486,810,53,4,1,2024-02-04,836126.65,3873.35,NULL
487,376,22,26,3,2023-09-23,1980520.84,69479.16,10
488,536,4,45,6,2024-04-03,570444.95,49555.05,5
489,74,18,21,3,2022-06-03,774282.96,45717.04,NULL
490,760,24,17,2,2024-09-17,1114727.65,35272.35,7
491,90,21,39,5,2024-11-12,1828327.96,71672.04,NULL
492,779,27,6,1,2022-09-11,564734.12,15265.88,15
493,504,37,6,1,2022-12-02,1991090.74,8909.26,17
494,348,40,32,4,2022-02-08,1108403.41,11596.59,2
495,1162,16,48,6,2022-08-01,583425.51,56574.49,NULL
496,791,77,50,7,2024-04-16,1280811.33,119188.67,15
497,314,43,23,3,2023-10-13,1367175.81,102824.19,NULL
498,43,36,13,2,2023-10-18,1197756.49,42243.51,NULL
499,723,30,4,1,2023-10-15,913809.78,36190.22,11
500,817,72,14,2,2022-03-07,529143.89,20856.11,NULL
501,745,121,48,6,2024-06-10,11409405.22,590594.78,4
502,927,77,33,4,2022-05-06,1330589.28,69410.72,NULL
503,908,8,24,3,2024-04-24,645430.29,34569.71,NULL
504,1178,26,29,4,2023-04-24,4517966.80,82033.20,NULL
505,1087,12,18,2,2024-02-01,1203991.41,46008.59,NULL
506,185,49,14,2,2022-04-27,917570.35,2429.65,NULL
507,915,71,13,2,2023-10-06,3759472.54,140527.46,14
508,840,76,6,1,2024-05-28,819275.85,30724.15,NULL
509,301,92,42,5,2022-06-13,9133178.37,366821.63,NULL
510,743,123,33,4,2023-01-16,5412581.78,387418.22,11
511,758,5,58,8,2024-11-04,634060.29,85939.71,NULL
512,657,9,39,5,2024-07-20,880344.91,59655.09,6
513,518,17,19,2,2024-01-11,809564.56,30435.44,8
514,539,47,39,5,2023-12-22,2502538.35,97461.65,18
515,22,11,4,1,2022-07-13,1158330.38,1669.62,NULL
516,688,60,42,5,2024-06-11,4713886.04,86113.96,9
517,1002,9,33,4,2024-02-22,879087.53,60912.47,NULL
518,48,81,54,7,2022-03-03,3346488.07,153511.93,NULL
519,155,1,48,6,2023-11-03,439731.51,20268.49,15
520,678,18,33,4,2022-03-24,766213.15,53786.85,3
521,478,3,4,1,2023-03-27,555580.49,4419.51,NULL
522,382,73,33,4,2024-01-06,710063.25,29936.75,7
523,1111,26,19,2,2024-02-06,4443854.60,156145.40,NULL
524,809,62,16,2,2023-09-07,1081232.97,18767.03,NULL
525,1087,17,39,5,2022-01-16,814251.15,25748.85,NULL
526,881,53,28,4,2024-02-19,792722.14,47277.86,NULL
527,135,73,42,5,2023-10-16,716152.31,23847.69,16
528,390,24,11,2,2023-07-15,1135079.08,14920.92,NULL
529,826,52,57,8,2022-10-14,1326799.40,173200.60,NULL
530,782,95,45,6,2022-10-22,3731773.05,468226.95,6
531,34,24,16,2,2022-07-06,1136037.98,13962.02,NULL
532,467,69,33,4,2024-03-22,789131.50,10868.50,NULL
533,663,63,4,1,2022-12-26,1685284.54,14715.46,10
534,694,68,33,4,2023-08-17,2238098.20,61901.80,NULL
535,263,51,43,6,2023-06-07,1725726.78,224273.22,11
536,976,59,32,4,2024-09-05,4007907.73,292092.27,NULL
537,469,64,31,4,2024-07-16,1517237.85,102762.15,4
538,304,15,24,3,2023-11-24,2386396.92,63603.08,7
539,566,43,48,6,2022-04-21,1425496.06,44503.94,20
540,300,40,24,3,2023-11-07,1053418.03,66581.97,20
541,606,74,33,4,2023-07-08,735194.80,44805.20,1
542,419,1,11,2,2023-06-12,451445.11,8554.89,NULL
543,783,63,4,1,2023-11-15,1681235.44,18764.56,NULL
544,334,40,27,3,2022-11-18,1076738.78,43261.22,13
545,890,45,30,4,2023-10-21,1070328.01,29671.99,19
546,1048,5,6,1,2024-03-04,704943.92,15056.08,NULL
547,738,107,12,2,2023-01-13,4401879.95,98120.05,13
548,1123,83,38,5,2022-10-28,2143580.38,56419.62,18
549,462,12,4,1,2022-03-28,1243116.34,6883.66,13
550,811,27,42,5,2024-09-18,571834.94,8165.06,2
551,1194,42,19,2,2023-05-27,2135880.59,14119.41,18
552,577,49,6,1,2022-04-20,910568.96,9431.04,9
553,585,48,24,3,2024-07-13,2688742.64,61257.36,13
554,422,27,48,6,2024-11-27,546764.05,33235.95,8
555,517,1,32,4,2022-03-11,449704.67,10295.33,NULL
556,671,45,24,3,2022-07-18,1049615.14,50384.86,NULL
557,509,4,42,5,2024-08-28,613382.92,6617.08,1
558,782,22,12,2,2023-09-14,1989168.59,60831.41,9
559,46,6,25,3,2023-04-26,738749.57,51250.43,1
560,976,4,50,7,2022-11-19,562623.54,57376.46,1
561,983,5,38,5,2023-06-02,691311.31,28688.69,NULL
562,28,12,25,3,2024-11-23,1216382.35,33617.65,9
563,557,98,4,1,2023-01-21,13975291.06,24708.94,NULL
564,1145,117,48,6,2024-10-10,9559816.06,640183.94,15
565,1116,29,48,6,2023-05-21,685316.05,44683.95,13
566,712,21,19,2,2024-07-18,1869005.24,30994.76,NULL
567,519,41,9,1,2023-07-18,1593121.20,56878.80,2
568,298,58,17,2,2024-11-19,3778792.76,21207.24,NULL
569,812,38,19,2,2024-08-17,677176.22,2823.78,18
570,338,68,42,5,2023-02-24,2161567.31,138432.69,13
571,805,29,33,4,2024-12-08,694647.44,35352.56,7
572,1034,55,38,5,2022-12-08,1029670.64,60329.36,7
573,198,98,28,4,2022-02-06,13164768.45,835231.55,NULL
574,927,113,10,1,2024-01-20,9385918.12,114081.88,7
575,980,62,11,2,2023-01-11,1084534.13,15465.87,16
576,786,78,43,6,2024-09-12,1326868.49,173131.51,1
577,999,15,24,3,2023-02-24,2303397.38,146602.62,4
578,691,51,20,3,2023-10-28,1877709.72,72290.28,4
579,263,68,7,1,2024-06-17,2283326.54,16673.46,19
580,1098,13,23,3,2022-07-06,1300851.37,89148.63,6
581,679,79,4,1,2024-03-16,1485057.44,14942.56,6
582,90,25,39,5,2024-11-08,719849.45,40150.55,NULL
583,238,5,57,8,2024-08-01,670011.30,49988.70,14
584,1076,109,6,1,2022-07-09,8842935.19,157064.81,NULL
585,179,79,4,1,2023-11-05,1492739.35,7260.65,19
586,403,58,4,1,2023-01-26,3700248.07,99751.93,NULL
587,82,24,4,1,2024-06-12,1147240.28,2759.72,NULL
588,545,10,4,1,2024-05-08,984888.10,35111.90,NULL
589,973,31,3,1,2023-09-18,1400195.82,49804.18,5
590,298,14,45,6,2024-02-06,1023585.01,56414.99,NULL
591,741,102,45,6,2024-01-11,6298201.84,701798.16,12
592,461,20,24,3,2024-07-14,1379294.44,70705.56,NULL
593,1068,9,4,1,2022-01-03,913511.76,26488.24,NULL
594,82,50,39,5,2024-12-11,1311916.75,38083.25,11
595,963,44,54,7,2024-08-18,1640744.91,209255.09,19
596,691,69,10,1,2023-08-03,791949.03,8050.97,9
597,1052,49,55,7,2023-05-10,876515.11,43484.89,14
598,869,26,19,2,2024-03-25,4473346.88,126653.12,12
599,1133,51,42,5,2022-10-10,1855784.34,94215.66,11
600,1018,50,6,1,2023-08-18,1331564.43,18435.57,3
601,772,45,11,2,2022-11-16,1079990.54,20009.46,NULL
602,568,46,31,4,2022-06-16,1526853.91,73146.09,13
603,287,29,19,2,2024-01-03,721901.20,8098.80,9
604,197,113,4,1,2024-08-01,9457655.82,42344.18,NULL
605,583,25,38,5,2023-10-18,736278.05,23721.95,1
606,649,22,33,4,2024-04-20,2027354.81,22645.19,19
607,553,19,36,5,2024-04-15,1001094.75,48905.25,NULL
608,573,16,53,7,2023-11-28,598525.89,41474.11,4
609,837,48,44,6,2024-11-25,2573409.75,176590.25,9
610,1007,60,16,2,2022-07-13,4639061.96,160938.04,NULL
611,159,70,25,3,2022-06-07,1359606.21,40393.79,8
612,473,51,42,5,2024-08-21,1848883.03,101116.97,1
613,707,6,24,3,2024-11-03,761369.02,28630.98,9
614,533,22,14,2,2023-07-17,1983568.34,66431.66,NULL
615,747,16,57,8,2024-02-23,588957.34,51042.66,17
616,928,5,54,7,2023-11-08,671866.71,48133.29,3
617,189,61,17,2,2024-12-24,8440179.06,59820.94,14
618,484,8,51,7,2022-10-09,609581.87,70418.13,4
619,1134,73,44,6,2023-03-26,717217.48,22782.52,NULL
620,1052,56,42,5,2022-03-02,2019897.57,80102.43,NULL
621,753,35,17,2,2023-10-23,2425674.95,24325.05,NULL
622,138,94,36,5,2023-10-22,10864561.61,635438.39,13
623,956,119,50,7,2023-10-24,12602683.68,897316.32,14
624,1024,2,4,1,2023-05-10,487735.49,2264.51,NULL
625,614,49,24,3,2024-04-25,875557.36,44442.64,19
626,287,39,45,6,2022-11-15,947237.20,52762.80,15
627,420,46,19,2,2022-03-21,1540944.21,59055.79,2
628,792,47,12,2,2023-10-18,2550380.76,49619.24,NULL
629,982,28,50,7,2024-03-04,947296.83,42703.17,9
630,1044,72,4,1,2023-05-20,539873.60,10126.40,NULL
631,105,62,12,2,2023-07-25,1077385.25,22614.75,NULL
632,1160,21,33,4,2023-09-15,1797614.72,102385.28,5
633,403,30,4,1,2022-01-01,913764.73,36235.27,19
634,311,77,4,1,2024-01-03,1390850.08,9149.92,16
635,449,22,49,6,2023-02-15,1838743.24,211256.76,12
636,529,59,48,6,2024-05-22,4044631.70,255368.30,19
637,572,78,33,4,2022-01-16,1460503.03,39496.97,NULL
638,829,27,19,2,2023-10-18,574811.90,5188.10,NULL
639,510,21,55,7,2024-07-14,1716028.47,183971.53,11
640,497,69,19,2,2024-10-02,786060.05,13939.95,NULL
641,970,107,10,1,2022-04-16,4332989.61,167010.39,7
642,482,77,25,3,2023-08-19,1354344.80,45655.20,3
643,18,38,6,1,2022-12-26,661031.17,18968.83,2
644,364,27,10,1,2023-09-27,563760.36,16239.64,NULL
645,339,107,3,1,2024-02-02,4389414.60,110585.40,NULL
646,349,117,3,1,2023-08-17,10170753.21,29246.79,NULL
647,947,34,4,1,2024-07-16,2146629.44,53370.56,NULL
648,694,70,6,1,2023-12-10,1383555.42,16444.58,NULL
649,482,85,24,3,2023-04-05,5592054.95,307945.05,2
650,242,53,29,4,2024-05-11,796938.62,43061.38,16
651,252,121,25,3,2023-09-16,11407549.20,592450.80,13
652,136,17,4,1,2024-07-13,813666.85,26333.15,NULL
653,670,71,24,3,2023-11-19,3657856.68,242143.32,6
654,852,28,57,8,2024-04-20,916163.63,73836.37,7
655,856,1,42,5,2024-10-12,446093.84,13906.16,17
656,303,79,19,2,2024-04-13,1446624.82,53375.18,NULL
657,403,82,33,4,2023-10-18,3695835.93,104164.07,NULL
658,583,50,24,3,2024-01-27,1265363.02,84636.98,NULL
659,1172,49,54,7,2022-04-21,821840.76,98159.24,NULL
660,1187,36,36,5,2022-04-27,1194175.81,45824.19,14
661,156,35,6,1,2024-11-01,2400828.32,49171.68,NULL
662,628,67,43,6,2024-04-22,2024632.87,175367.13,NULL
663,797,41,44,6,2024-01-14,1588667.98,61332.02,16
664,266,102,4,1,2023-04-06,6746332.73,253667.27,6
665,592,60,19,2,2023-02-05,4632341.54,167658.46,NULL
666,491,17,10,1,2022-07-04,823184.44,16815.56,NULL
667,1047,17,33,4,2023-02-06,812050.81,27949.19,9
668,177,96,38,5,2022-10-18,5380923.75,119076.25,NULL
669,720,30,42,5,2023-10-25,894226.86,55773.14,7
670,991,74,33,4,2024-10-27,741451.20,38548.80,NULL
671,938,79,24,3,2024-01-07,1484665.04,15334.96,12
672,852,10,35,4,2024-02-27,1003926.19,16073.81,4
673,970,59,33,4,2023-09-02,4054174.27,245825.73,8
674,872,9,12,2,2023-12-05,913833.91,26166.09,NULL
675,575,50,60,8,2024-05-16,1272031.21,77968.79,1
676,584,82,2,1,2022-07-20,3670561.38,129438.62,4
677,684,9,57,8,2022-10-08,907647.94,32352.06,18
678,164,59,42,5,2024-08-18,4087261.87,212738.13,13
679,84,50,36,5,2023-10-05,1330931.45,19068.55,NULL
680,219,88,33,4,2023-08-09,6569159.61,130840.39,NULL
681,508,7,50,7,2024-09-04,776240.83,73759.17,7
682,260,72,38,5,2023-09-09,525469.21,24530.79,NULL
683,1009,13,45,6,2023-06-27,1282274.58,107725.42,13
684,843,104,57,8,2023-11-23,4567681.13,332318.87,16
685,235,25,7,1,2024-08-27,740519.05,19480.95,8
686,83,25,7,1,2024-09-05,730657.32,29342.68,4
687,431,84,33,4,2023-05-15,3140278.33,59721.67,NULL
688,756,50,45,6,2023-04-22,1285011.80,64988.20,7
689,386,85,26,3,2022-07-09,5686142.41,213857.59,14
690,126,84,21,3,2023-05-14,3146800.03,53199.97,10
691,873,54,19,2,2023-08-12,1481808.26,18191.74,7
692,565,44,39,5,2023-06-05,1829596.82,20403.18,16
693,1130,21,21,3,2024-07-23,1869732.86,30267.14,NULL
694,636,11,21,3,2024-02-10,1130853.93,29146.07,18
695,1177,57,49,6,2023-12-01,2678427.73,121572.27,18
696,699,8,22,3,2024-10-14,662952.36,17047.64,NULL
697,824,63,33,4,2023-06-20,1662980.59,37019.41,2
698,731,33,45,6,2023-06-18,1694912.06,55087.94,19
699,474,6,50,7,2023-12-03,759004.06,30995.94,NULL
700,278,25,31,4,2022-04-19,733743.30,26256.70,NULL
701,922,91,32,4,2022-02-26,6727368.90,172631.10,8
702,568,67,7,1,2024-11-16,2128098.24,71901.76,14
703,205,16,55,7,2023-06-12,566963.88,73036.12,NULL
704,337,4,35,4,2023-09-07,607399.06,12600.94,2
705,402,26,38,5,2023-09-08,4383253.65,216746.35,7
706,614,47,13,2,2022-11-16,2560679.04,39320.96,2
707,861,7,31,4,2022-02-08,805815.94,44184.06,17
708,1088,123,42,5,2024-12-15,5687225.79,112774.21,NULL
709,1162,53,33,4,2023-10-09,815687.20,24312.80,1
710,606,60,17,2,2022-08-26,4666652.62,133347.38,NULL
711,1093,93,17,2,2023-09-23,6987567.67,212432.33,17
712,475,33,9,1,2023-08-03,1733095.37,16904.63,NULL
713,1101,17,16,2,2022-03-14,823518.92,16481.08,NULL
714,452,15,6,1,2023-02-24,2387882.26,62117.74,11
715,566,107,20,3,2024-10-25,4275481.82,224518.18,1
716,338,81,6,1,2022-09-16,3366567.59,133432.41,18
717,118,74,35,4,2022-03-12,757558.90,22441.10,NULL
718,1033,75,45,6,2022-08-05,732774.92,67225.08,16
719,1070,90,13,2,2024-05-20,4454950.99,145049.01,16
720,891,12,6,1,2022-04-08,1231105.21,18894.79,NULL
721,1057,24,4,1,2023-04-05,1113305.79,36694.21,11
722,101,24,19,2,2023-01-23,1148188.70,1811.30,14
723,841,64,17,2,2023-10-01,1569950.65,50049.35,NULL
724,1077,3,57,8,2024-11-28,523459.50,36540.50,NULL
725,1139,86,4,1,2024-12-21,3872318.57,27681.43,NULL
726,510,44,25,3,2022-09-13,1801774.26,48225.74,3
727,820,37,7,1,2023-09-22,1941555.86,58444.14,6
728,860,20,4,1,2024-07-07,1443962.61,6037.39,NULL
729,947,83,17,2,2024-09-06,2168788.50,31211.50,NULL
730,87,16,42,5,2023-08-06,622316.81,17683.19,NULL
731,48,54,50,7,2023-04-10,1385747.68,114252.32,NULL
732,47,73,29,4,2022-09-17,724676.61,15323.39,NULL
733,275,84,19,2,2024-05-10,3112086.09,87913.91,10
734,443,29,13,2,2023-08-23,726432.33,3567.67,NULL
735,210,53,45,6,2024-10-18,811146.23,28853.77,NULL
736,188,26,17,2,2022-09-08,4592785.15,7214.85,2
737,172,125,42,5,2023-12-13,17717067.58,282932.42,NULL
738,1132,57,48,6,2022-03-27,2709304.55,90695.45,NULL
739,686,19,33,4,2024-07-01,1024103.69,25896.31,16
740,1019,36,33,4,2023-12-14,1159399.59,80600.41,NULL
741,803,49,38,5,2022-05-03,866170.05,53829.95,NULL
742,1178,60,31,4,2022-07-11,4510637.21,289362.79,14
743,323,124,6,1,2022-04-09,8090057.26,109942.74,3
744,75,85,19,2,2022-08-24,5889886.59,10113.41,1
745,692,50,45,6,2024-10-17,1225217.11,124782.89,5
746,37,98,25,3,2022-11-12,13531904.62,468095.38,NULL
747,56,79,5,1,2023-10-04,1442832.80,57167.20,NULL
748,698,50,17,2,2022-08-16,1316175.57,33824.43,18
749,293,57,33,4,2023-12-04,2731327.18,68672.82,NULL
750,1081,98,4,1,2022-11-18,13587471.45,412528.55,14
751,479,64,7,1,2022-09-15,1575216.22,44783.78,2
752,1157,14,25,3,2023-03-01,1022890.50,57109.50,9
753,340,77,33,4,2023-09-25,1333543.35,66456.65,NULL
754,608,66,51,7,2023-10-22,1757929.69,192070.31,NULL
755,1070,60,7,1,2023-09-19,4752345.44,47654.56,4
756,1025,61,17,2,2024-03-06,8197216.51,302783.49,8
757,290,47,17,2,2023-11-14,2535289.34,64710.66,18
758,816,52,25,3,2024-01-15,1469347.68,30652.32,18
759,468,32,57,8,2024-11-21,1279858.64,70141.36,NULL
760,1150,84,7,1,2023-01-12,3077117.37,122882.63,NULL
761,292,122,6,1,2023-08-28,15982509.81,517490.19,12
762,301,36,28,4,2023-08-12,1197324.78,42675.22,7
763,987,18,7,1,2024-03-07,793522.78,26477.22,11
764,247,25,58,8,2023-03-19,682734.20,77265.80,17
765,84,84,19,2,2023-04-01,3114532.31,85467.69,20
766,798,2,21,3,2024-06-07,482893.33,7106.67,NULL
767,686,83,48,6,2022-01-17,2122914.72,77085.28,3
768,150,40,12,2,2023-03-21,1096623.01,23376.99,NULL
769,843,13,58,8,2022-04-01,1236245.62,153754.38,20
770,333,53,19,2,2024-10-14,817441.18,22558.82,NULL
771,1138,74,19,2,2024-10-13,751199.59,28800.41,NULL
772,137,34,28,4,2024-09-09,2169135.13,30864.87,7
773,183,106,24,3,2024-04-13,11506683.27,193316.73,3
774,420,22,25,3,2022-03-13,2015647.74,34352.26,NULL
775,1052,106,12,2,2023-08-12,11524040.84,175959.16,15
776,1117,36,6,1,2024-03-19,1223978.08,16021.92,13
777,89,92,17,2,2023-01-15,9422141.68,77858.32,4
778,1095,5,25,3,2024-07-17,705442.25,14557.75,1
779,189,83,46,6,2024-02-07,2082302.52,117697.48,NULL
780,1173,74,25,3,2024-09-15,761255.14,18744.86,8
781,1105,9,54,7,2022-09-11,877247.23,62752.77,19
782,47,70,42,5,2024-06-22,1308123.14,91876.86,16
783,825,55,38,5,2023-10-05,1022849.39,67150.61,1
784,295,7,22,3,2023-05-06,837104.35,12895.65,12
785,687,48,10,1,2024-06-05,2669426.14,80573.86,6
786,1169,30,10,1,2024-12-18,927555.96,22444.04,NULL
787,881,58,16,2,2023-01-06,3780715.14,19284.86,NULL
788,70,100,47,6,2023-12-20,6700643.79,699356.21,10
789,611,41,33,4,2023-08-03,1569420.20,80579.80,15
790,1040,81,33,4,2022-09-03,3390043.05,109956.95,18
791,800,58,25,3,2024-01-20,3658942.54,141057.46,3
792,131,67,60,8,2023-08-13,2026688.60,173311.40,NULL
793,894,71,33,4,2024-02-17,3726027.80,173972.20,2
794,1090,60,43,6,2023-09-26,4553407.94,246592.06,9
795,739,44,50,7,2023-09-19,1788120.42,61879.58,6
796,1110,28,19,2,2023-03-17,974430.33,15569.67,NULL
797,723,64,16,2,2023-09-05,1575707.54,44292.46,NULL
798,802,32,48,6,2022-12-19,1195953.84,154046.16,6
799,672,28,19,2,2024-03-11,974592.57,15407.43,NULL
800,454,32,4,1,2023-09-04,1337928.10,12071.90,NULL
801,1147,43,24,3,2024-07-09,1370957.96,99042.04,NULL
802,33,75,33,4,2024-10-08,791635.09,8364.91,20
803,1050,14,9,1,2022-07-16,1072880.00,7120.00,11
804,552,15,33,4,2022-05-11,2382333.45,67666.55,11
805,444,43,17,2,2022-06-24,1420262.53,49737.47,8
806,917,12,43,6,2023-12-05,1134073.33,115926.67,4
807,179,29,13,2,2023-07-04,709674.50,20325.50,18
808,270,10,4,1,2022-11-17,997241.56,22758.44,NULL
809,281,121,25,3,2024-06-02,11192006.84,807993.16,NULL
810,851,48,33,4,2023-11-05,2641202.54,108797.46,11
811,573,41,58,8,2023-05-28,1553376.90,96623.10,20
812,1029,4,19,2,2024-06-11,619370.19,629.81,NULL
813,81,27,4,1,2022-09-08,578312.24,1687.76,4
814,650,1,45,6,2023-07-21,419993.59,40006.41,6
815,582,60,42,5,2023-08-23,4610698.73,189301.27,8
816,904,37,25,3,2022-01-12,1878484.41,121515.59,NULL
817,756,9,42,5,2024-03-18,885044.08,54955.92,5
818,129,5,8,1,2023-09-20,717333.00,2667.00,1
819,1065,36,50,7,2022-08-12,1200096.45,39903.55,16
820,179,23,25,3,2024-07-11,2776981.75,73018.25,NULL
821,545,44,30,4,2023-01-05,1762834.12,87165.88,15
822,1135,9,24,3,2023-03-15,876436.23,63563.77,6
823,441,8,9,1,2024-12-27,654810.43,25189.57,6
824,1161,99,7,1,2024-12-24,5307746.39,92253.61,19
825,621,60,4,1,2024-05-12,4665125.71,134874.29,19
826,1107,76,49,6,2023-02-24,775187.60,74812.40,16
827,806,6,17,2,2023-04-26,759882.75,30117.25,4
828,916,85,8,1,2023-03-06,5796126.56,103873.44,11
829,960,55,19,2,2022-09-27,1075748.17,14251.83,NULL
830,1063,24,28,4,2024-12-05,1083766.88,66233.12,2
831,355,2,31,4,2023-08-22,459086.13,30913.87,17
832,898,25,53,7,2024-11-22,702019.52,57980.48,18
833,125,75,25,3,2024-01-01,778649.75,21350.25,13
834,1173,61,32,4,2023-05-28,8331867.58,168132.42,19
835,192,5,52,7,2022-11-19,649846.77,70153.23,3
836,979,82,17,2,2022-10-01,3712364.53,87635.47,NULL
837,1024,4,4,1,2022-03-05,617134.12,2865.88,15
838,286,3,21,3,2023-02-06,552993.80,7006.20,2
839,703,57,25,3,2024-03-20,2646542.12,153457.88,10
840,884,25,33,4,2024-07-22,715406.58,44593.42,NULL
841,578,3,4,1,2024-09-21,548244.11,11755.89,NULL
842,1181,20,44,6,2023-02-27,1299067.42,150932.58,12
843,717,84,58,8,2024-10-01,2872055.70,327944.30,19
844,263,62,33,4,2022-02-15,1081169.08,18830.92,14
845,1126,49,50,7,2024-03-28,890160.91,29839.09,NULL
846,320,69,55,7,2023-05-06,741489.64,58510.36,9
847,126,73,10,1,2023-11-01,727794.70,12205.30,10
848,220,36,34,4,2022-11-21,1179832.15,60167.85,10
849,121,29,9,1,2023-07-25,711316.71,18683.29,10
850,760,68,33,4,2023-05-27,2253197.41,46802.59,16
851,281,34,45,6,2022-01-02,1981706.94,218293.06,NULL
852,80,38,24,3,2022-06-25,634717.05,45282.95,14
853,1115,4,25,3,2024-06-05,591749.80,28250.20,NULL
854,702,52,2,1,2023-06-04,1485209.82,14790.18,8
855,98,37,17,2,2023-04-10,1984040.44,15959.56,4
856,51,38,38,5,2023-07-12,654969.75,25030.25,NULL
857,1017,4,33,4,2023-12-26,581355.35,38644.65,13
858,901,113,9,1,2023-03-12,9277644.07,222355.93,5
859,973,2,42,5,2023-06-10,456726.62,33273.38,1
860,239,69,42,5,2022-04-01,756046.91,43953.09,8
861,1131,17,33,4,2023-09-23,828284.75,11715.25,NULL
862,1028,27,6,1,2023-07-13,561826.84,18173.16,16
863,134,53,33,4,2024-06-18,793804.70,46195.30,13
864,305,27,59,8,2023-08-08,550421.80,29578.20,11
865,432,56,25,3,2023-08-04,1953545.51,146454.49,1
866,541,38,7,1,2024-03-07,667290.30,12709.70,18
867,217,2,48,6,2024-09-21,439876.70,50123.30,4
868,1118,91,44,6,2024-10-19,6374454.80,525545.20,19
869,301,91,27,3,2024-10-18,6622489.10,277510.90,10
870,1041,3,55,7,2024-11-10,516230.76,43769.24,4
871,730,74,26,3,2023-06-17,754706.19,25293.81,NULL
872,127,34,33,4,2023-05-22,2165631.99,34368.01,NULL
873,779,39,46,6,2022-09-03,885926.62,114073.38,16
874,554,63,42,5,2023-07-15,1608927.04,91072.96,16
875,103,77,39,5,2024-04-26,1378571.29,21428.71,4
876,91,59,17,2,2022-05-26,4181159.96,118840.04,NULL
877,773,51,17,2,2024-09-21,1918943.66,31056.34,2
878,864,37,54,7,2023-08-24,1892330.35,107669.65,1
879,1048,9,17,2,2022-05-13,934648.03,5351.97,NULL
880,498,46,16,2,2023-01-19,1538550.14,61449.86,NULL
881,820,56,14,2,2022-06-09,2066804.16,33195.84,17
882,1180,1,25,3,2022-05-07,427835.58,32164.42,8
883,335,99,19,2,2022-04-24,5311951.38,88048.62,6
884,90,106,58,8,2022-05-27,10611550.68,1088449.32,NULL
885,571,55,13,2,2022-02-11,1061647.54,28352.46,NULL
886,561,38,41,5,2022-10-16,636619.71,43380.29,NULL
887,1057,17,6,1,2023-08-02,821630.73,18369.27,NULL
888,821,59,38,5,2023-06-14,4123621.33,176378.67,NULL
889,669,45,47,6,2024-08-20,1001346.37,98653.63,8
890,1192,77,42,5,2023-07-19,1359762.57,40237.43,NULL
891,697,40,7,1,2022-02-05,1087637.30,32362.70,NULL
892,979,101,7,1,2023-09-12,10452376.82,47623.18,14
893,127,77,42,5,2024-10-07,1350615.10,49384.90,5
894,1187,49,6,1,2023-01-01,898136.48,21863.52,NULL
895,279,77,16,2,2022-11-13,1361785.13,38214.87,18
896,884,13,32,4,2023-03-27,1310172.05,79827.95,14
897,1004,41,51,7,2022-07-10,1486451.20,163548.80,NULL
898,1038,11,4,1,2022-10-09,1122929.65,37070.35,NULL
899,378,41,48,6,2022-06-11,1510857.91,139142.09,2
900,872,7,4,1,2022-03-25,822861.48,27138.52,16
901,971,24,42,5,2023-06-04,1133044.51,16955.49,4
902,1031,34,6,1,2023-06-02,2199461.50,538.50,NULL
903,222,57,35,4,2023-07-18,2750520.84,49479.16,NULL
904,734,80,9,1,2024-04-05,1392335.47,57664.53,9
905,871,4,49,6,2022-07-08,560363.80,59636.20,NULL
906,881,77,19,2,2024-08-15,1368969.97,31030.03,NULL
907,755,118,30,4,2022-09-23,6236533.29,363466.71,9
908,550,38,16,2,2024-05-15,670791.73,9208.27,7
909,158,8,44,6,2024-06-25,626719.27,53280.73,NULL
