Lead_id,Customer_id,Campaign_id,Branch_id,Lead_date,Lead_source,Lead_status,Assigned_Salesperson_id,Expected_budget,Interested_car_Segment,Conversion_date
894,1107,NULL,3,2024-05-30,TV,Open,24,3924997.86,SUV,NULL
895,1140,11,7,2024-05-12,Website,Lost,52,2713662.34,Sedan,NULL
896,1106,4,8,2023-10-03,Email,Lost,57,3588089.69,Sedan,NULL
897,166,1,3,2023-09-18,Facebook,Contacted,NULL,2191056.64,SUV,NULL
898,502,8,6,2023-01-25,Walk-in,Lost,48,4568129.54,Hatchback,NULL
899,258,15,2,2023-05-12,TV,Lost,NULL,5086579.78,SUV,NULL
900,413,10,7,2022-05-25,Google,Lost,50,4222528.02,Hatchback,NULL
901,152,12,7,2023-08-24,Google,Lost,NULL,5576479.31,SUV,NULL
902,302,7,6,2024-08-25,Facebook,Qualified,45,419947.27,SUV,NULL
903,408,7,1,2022-01-27,Google,Lost,NULL,2113858.27,Luxury,NULL
904,389,NULL,2,2023-02-17,Referral,Contacted,12,5359080.37,Hatchback,NULL
905,748,9,4,2022-07-26,TV,Lost,33,4521105.27,Hatchback,NULL
906,297,7,2,2024-06-02,Walk-in,Open,17,3155412.04,SUV,NULL
907,1145,4,3,2022-05-21,Walk-in,Lost,20,5814403.35,SUV,NULL
908,12,NULL,1,2024-09-30,Google,Qualified,1,5654073.14,SUV,NULL
909,69,11,8,2024-04-10,Google,Qualified,NULL,974325.18,Hatchback,NULL
910,635,2,5,2022-10-13,Walk-in,Contacted,42,1320828.67,Hatchback,NULL
911,987,NULL,3,2023-12-10,Walk-in,Converted,NULL,1497872.56,SUV,2024-01-31
912,939,NULL,6,2022-03-22,Facebook,Contacted,48,1853114.55,Sedan,NULL
913,1015,NULL,5,2023-03-15,Email,Open,NULL,2630116.47,Sedan,NULL
914,1050,12,7,2023-04-03,TV,Converted,50,5108061.57,SUV,2023-05-06
915,763,9,4,2024-04-05,Website,Contacted,NULL,972621.49,Hatchback,NULL
916,1052,9,2,2022-01-13,Walk-in,Qualified,17,1370508.94,SUV,NULL
917,476,14,6,2024-05-29,Walk-in,Contacted,NULL,4076800.20,Sedan,NULL
918,598,NULL,3,2022-10-23,Facebook,Open,25,5736967.27,Hatchback,NULL
919,12,14,7,2023-11-23,TV,Qualified,54,1004970.77,SUV,NULL
920,732,NULL,8,2023-06-13,Website,Contacted,57,5971446.64,SUV,NULL
921,1049,NULL,4,2022-02-24,Website,Contacted,31,2818867.94,SUV,NULL
922,308,NULL,7,2024-08-31,Website,Lost,52,2894272.45,SUV,NULL
923,875,5,8,2024-02-09,Email,Converted,58,2954414.79,Sedan,2024-04-02
924,877,15,7,2024-01-23,Facebook,Converted,NULL,1424697.67,Luxury,2024-02-25
925,932,7,5,2023-01-11,Website,Contacted,40,2048865.98,SUV,NULL
926,1144,NULL,1,2022-04-08,Walk-in,Lost,4,5584680.03,SUV,NULL
927,1070,8,3,2023-06-25,Walk-in,Lost,NULL,2749391.38,Sedan,NULL
928,642,11,8,2022-05-07,Email,Converted,NULL,1153205.76,SUV,2022-06-08
929,1173,15,1,2022-04-08,Walk-in,Lost,4,1524323.51,Luxury,NULL
930,995,14,1,2022-02-27,Referral,Contacted,4,1492529.31,Sedan,NULL
931,1113,14,6,2024-01-29,Website,Converted,44,1087362.84,Hatchback,2024-02-25
932,410,9,6,2023-08-07,Website,Lost,45,4490098.22,Sedan,NULL
933,887,10,1,2024-05-13,Website,Qualified,10,2187605.70,SUV,NULL
934,976,NULL,8,2022-03-18,Website,Converted,57,2434598.02,Sedan,2022-04-18
935,899,NULL,8,2022-05-02,TV,Open,57,2336967.94,Sedan,NULL
936,421,NULL,8,2024-03-27,Website,Contacted,NULL,1056002.67,Hatchback,NULL
937,664,NULL,4,2023-03-15,Facebook,Converted,31,5872209.50,Hatchback,2023-04-27
938,80,1,8,2023-05-20,Facebook,Converted,58,1754844.68,Sedan,2023-06-30
939,906,8,1,2023-07-05,Google,Lost,4,3713685.27,Sedan,NULL
940,133,5,4,2023-07-15,Website,Lost,33,878359.47,SUV,NULL
941,383,NULL,8,2022-11-08,Facebook,Contacted,NULL,2283415.60,Sedan,NULL
942,624,NULL,2,2023-06-19,Referral,Converted,NULL,643429.45,SUV,2023-07-31
943,79,1,4,2024-05-01,Website,Open,33,2531837.59,Luxury,NULL
944,853,2,4,2023-02-09,Website,Contacted,33,3390912.83,Sedan,NULL
945,450,12,7,2023-06-12,Website,Converted,50,2091087.29,Luxury,2023-07-11
946,197,NULL,3,2024-10-29,Facebook,Contacted,NULL,3828350.46,Sedan,NULL
947,956,13,1,2024-09-23,Referral,Lost,4,4287572.74,SUV,NULL
948,60,11,2,2022-10-13,Website,Converted,13,3853367.32,SUV,2022-10-25
949,544,NULL,8,2022-05-18,Website,Open,57,2598313.82,Sedan,NULL
950,38,NULL,1,2023-01-09,Google,Lost,6,5542197.21,SUV,NULL
951,864,11,8,2022-01-15,Referral,Lost,57,2659663.88,Sedan,NULL
952,291,7,3,2023-11-12,Facebook,Lost,25,772173.05,SUV,NULL
953,278,11,1,2022-12-25,Website,Contacted,NULL,5244780.00,Hatchback,NULL
954,312,NULL,5,2024-10-19,Website,Lost,42,1578578.81,Luxury,NULL
955,151,15,1,2023-07-18,Website,Qualified,NULL,4240273.42,Luxury,NULL
956,88,NULL,3,2024-07-10,Email,Contacted,21,1096537.68,Hatchback,NULL
957,370,6,5,2022-05-19,Facebook,Contacted,42,5588888.80,Sedan,NULL
958,431,4,5,2023-06-07,Facebook,Qualified,42,3893730.47,Luxury,NULL
959,263,10,4,2023-12-03,Walk-in,Contacted,29,766863.55,Luxury,NULL
960,461,6,5,2024-09-16,Google,Lost,42,5017728.35,Sedan,NULL
961,1171,NULL,4,2022-06-10,Google,Lost,32,599540.67,SUV,NULL
962,1194,13,5,2023-05-16,TV,Contacted,39,4008423.92,Luxury,NULL
963,1155,8,5,2023-02-18,Walk-in,Qualified,36,5792405.55,SUV,NULL
964,850,NULL,3,2024-06-23,Website,Converted,21,4616700.57,SUV,2024-08-21
965,996,13,7,2023-02-08,Walk-in,Lost,NULL,713078.51,Hatchback,NULL
966,354,NULL,1,2022-06-29,TV,Lost,8,1754671.86,Hatchback,NULL
967,1063,10,8,2024-01-22,Referral,Lost,57,815393.71,Luxury,NULL
968,1140,1,7,2024-05-08,Google,Qualified,50,2425342.70,Sedan,NULL
969,573,NULL,1,2022-04-13,Google,Qualified,NULL,862619.88,Hatchback,NULL
970,277,NULL,8,2023-10-13,Website,Lost,57,5314711.00,SUV,NULL
971,877,2,7,2024-11-25,Walk-in,Contacted,50,5265861.71,SUV,NULL
972,1181,15,4,2022-04-16,Email,Converted,31,1210813.17,Luxury,2022-05-06
973,846,NULL,8,2024-04-01,Referral,Qualified,57,3398735.29,SUV,NULL
974,102,1,3,2022-05-03,Email,Converted,24,4310784.33,Sedan,2022-05-28
975,970,NULL,6,2023-11-10,Facebook,Lost,43,1686146.95,Sedan,NULL
976,643,7,8,2023-04-17,Referral,Contacted,57,3700555.59,SUV,NULL
977,816,NULL,6,2023-03-25,Walk-in,Lost,43,5603970.12,Hatchback,NULL
978,222,14,3,2023-07-14,Facebook,Converted,25,942804.06,Hatchback,2023-08-06
979,1065,8,2,2022-04-27,Google,Open,19,4420486.18,SUV,NULL
980,1189,8,6,2024-02-11,Website,Lost,45,1943364.13,Sedan,NULL
981,233,7,3,2023-01-29,Google,Lost,22,2884730.44,Sedan,NULL
982,954,NULL,6,2024-09-06,Email,Converted,45,4291063.30,SUV,2024-10-24
983,26,NULL,8,2024-10-10,Google,Lost,57,1436423.98,Hatchback,NULL
984,621,15,6,2024-01-17,Facebook,Converted,48,5628430.34,Luxury,2024-03-15
985,877,NULL,8,2023-09-27,Google,Contacted,59,1931147.09,SUV,NULL
986,129,6,6,2022-09-27,Referral,Lost,48,4988309.02,SUV,NULL
987,565,1,2,2023-11-15,Facebook,Qualified,NULL,3347555.82,SUV,NULL
988,1184,NULL,8,2022-11-24,Website,Qualified,58,1460028.39,SUV,NULL
989,306,14,3,2023-01-21,Walk-in,Lost,26,808826.99,Hatchback,NULL
990,1189,10,8,2022-08-04,Email,Converted,NULL,999511.01,Hatchback,2022-10-02
991,506,2,5,2022-09-25,Referral,Lost,42,626624.06,SUV,NULL
992,989,NULL,5,2022-07-19,Facebook,Converted,39,2472521.56,Hatchback,2022-07-22
993,874,NULL,8,2022-03-05,Referral,Contacted,57,4615430.44,SUV,NULL
994,458,NULL,8,2024-07-16,Facebook,Contacted,NULL,1928504.39,Luxury,NULL
995,904,15,1,2024-08-03,Walk-in,Converted,6,3505681.19,Hatchback,2024-09-12
996,280,13,1,2022-04-24,Facebook,Lost,7,2027293.26,SUV,NULL
997,508,11,8,2024-03-03,Website,Converted,58,1480168.00,Hatchback,2024-04-30
998,441,12,3,2023-10-05,Facebook,Qualified,25,5534384.88,Sedan,NULL
999,460,3,2,2024-02-05,Email,Open,13,5319113.85,Luxury,NULL
1000,298,1,5,2024-05-31,Walk-in,Lost,42,4159931.45,Luxury,NULL
1001,69,5,1,2022-08-11,Facebook,Lost,3,5621297.76,Luxury,NULL
1002,46,5,2,2023-10-15,Email,Converted,19,805060.31,SUV,2023-10-28
1003,1011,1,8,2023-02-23,Email,Qualified,NULL,5030414.36,Hatchback,NULL
1004,623,14,7,2023-05-27,TV,Converted,50,3235855.92,Hatchback,2023-07-22
1005,1191,NULL,8,2022-06-12,Google,Converted,57,5948028.20,Sedan,2022-08-05
1006,830,2,8,2024-06-02,Google,Lost,57,2646553.85,SUV,NULL
1007,555,13,3,2024-04-13,Referral,Qualified,21,1605155.83,Hatchback,NULL
1008,228,NULL,3,2024-07-14,Walk-in,Lost,25,1090650.06,SUV,NULL
1009,910,NULL,1,2024-04-05,TV,Qualified,4,1538745.77,Sedan,NULL
1010,1163,9,5,2022-10-23,Facebook,Lost,42,3201217.69,Sedan,NULL
1011,664,6,2,2022-09-20,Walk-in,Contacted,17,3066729.71,Sedan,NULL
1012,26,5,8,2024-09-18,Walk-in,Lost,58,5777236.67,SUV,NULL
1013,258,NULL,8,2022-07-20,Email,Contacted,57,1603411.33,Luxury,NULL
1014,1153,8,4,2024-05-09,Facebook,Converted,29,779013.98,Luxury,2024-05-20
1015,801,1,2,2022-10-04,Facebook,Contacted,17,5504647.43,Hatchback,NULL
1016,1161,NULL,4,2024-10-02,Facebook,Lost,34,1278080.11,SUV,NULL
1017,629,NULL,3,2024-06-11,Referral,Lost,20,1867836.29,Hatchback,NULL
1018,414,3,8,2023-07-03,Website,Open,NULL,805459.62,SUV,NULL
1019,832,12,8,2024-03-31,Facebook,Lost,58,3321720.47,Hatchback,NULL
1020,646,2,4,2022-06-13,Referral,Qualified,33,4455487.77,SUV,NULL
1021,1016,5,6,2022-08-29,Website,Lost,NULL,435848.23,SUV,NULL
1022,156,13,1,2024-04-03,Facebook,Open,4,3724381.74,SUV,NULL
1023,3,NULL,7,2023-03-22,Referral,Contacted,50,2205298.58,Sedan,NULL
1024,602,3,7,2022-01-21,Email,Lost,50,4327320.73,Hatchback,NULL
1025,114,12,4,2024-07-14,Google,Lost,NULL,4414324.41,SUV,NULL
1026,112,NULL,4,2022-02-07,Facebook,Converted,32,2112195.02,SUV,2022-03-08
1027,922,NULL,2,2024-02-03,Facebook,Lost,12,4462518.26,SUV,NULL
1028,1015,NULL,2,2023-10-10,TV,Lost,NULL,2470777.03,Luxury,NULL
1029,930,7,5,2023-09-20,Facebook,Lost,NULL,3604782.80,Hatchback,NULL
1030,1137,NULL,7,2023-09-29,Walk-in,Contacted,NULL,5202359.97,SUV,NULL
1031,821,12,6,2022-06-12,Facebook,Open,NULL,2786999.52,Hatchback,NULL
1032,363,NULL,3,2024-05-24,Referral,Converted,NULL,2763113.39,SUV,2024-07-05
1033,322,3,5,2023-04-15,Google,Converted,36,2995952.14,SUV,2023-05-30
1034,134,NULL,1,2024-03-08,Website,Lost,NULL,2539008.12,Sedan,NULL
1035,312,14,2,2022-06-07,Google,Contacted,17,4603273.91,SUV,NULL
1036,185,3,8,2024-05-27,Facebook,Lost,59,4896793.43,SUV,NULL
1037,1157,2,4,2022-04-17,Website,Lost,33,4393123.97,SUV,NULL
1038,475,12,6,2024-09-13,Walk-in,Contacted,44,869571.85,Hatchback,NULL
1039,375,NULL,2,2022-11-05,Website,Lost,NULL,1683334.24,Sedan,NULL
1040,276,NULL,5,2022-09-02,Walk-in,Qualified,38,4079486.63,Sedan,NULL
1041,669,13,1,2022-01-08,Referral,Lost,4,791251.81,Hatchback,NULL
1042,244,1,2,2024-01-05,Walk-in,Converted,NULL,5224116.00,Sedan,2024-03-03
1043,521,NULL,8,2024-07-02,Referral,Open,58,2144931.79,Sedan,NULL
1044,1068,7,5,2024-06-03,Facebook,Lost,NULL,5227549.69,Hatchback,NULL
1045,517,NULL,6,2022-11-16,Website,Qualified,NULL,5829746.80,SUV,NULL
1046,756,NULL,7,2023-07-21,Email,Converted,54,3532107.49,Hatchback,2023-08-03
1047,428,5,7,2023-04-14,Facebook,Lost,50,1900399.20,SUV,NULL
1048,1155,NULL,8,2023-11-06,Google,Converted,NULL,2341377.46,SUV,2023-12-10
1049,78,NULL,6,2024-04-20,Walk-in,Lost,49,5324481.98,SUV,NULL
1050,67,NULL,2,2022-07-10,Facebook,Lost,17,3843362.43,Sedan,NULL
1051,669,NULL,7,2022-07-07,Website,Open,50,4703332.18,Hatchback,NULL
1052,529,14,3,2022-09-12,Google,Converted,26,5581568.97,SUV,2022-09-17
1053,101,8,8,2023-11-03,Facebook,Open,58,2560114.03,Luxury,NULL
1054,386,5,8,2024-05-02,Website,Qualified,NULL,3853373.48,SUV,NULL
1055,691,13,6,2022-01-15,Facebook,Contacted,49,562090.60,Sedan,NULL
1056,126,1,4,2022-09-20,Website,Converted,33,4475395.92,Sedan,2022-09-29
1057,113,6,4,2022-02-21,Facebook,Converted,28,5714750.65,Sedan,2022-03-26
1058,984,10,7,2024-07-01,TV,Qualified,50,699343.88,Luxury,NULL
1059,136,11,3,2024-06-07,Facebook,Contacted,24,2367167.86,Sedan,NULL
1060,918,4,5,2023-02-20,Email,Converted,42,829556.13,Hatchback,2023-03-09
1061,702,NULL,1,2023-11-17,Google,Contacted,10,4855743.27,SUV,NULL
1062,576,8,5,2024-10-01,Website,Qualified,42,2288079.85,SUV,NULL
1063,377,12,4,2024-02-09,Email,Lost,NULL,1701752.60,Luxury,NULL
1064,164,NULL,6,2022-10-08,Website,Contacted,45,5653632.80,Sedan,NULL
1065,608,4,1,2023-12-09,Website,Lost,4,959492.71,SUV,NULL
1066,789,NULL,3,2024-07-23,Walk-in,Qualified,NULL,5120540.13,Luxury,NULL
1067,508,10,3,2022-11-14,Website,Lost,24,2458824.17,SUV,NULL
1068,879,NULL,4,2022-08-19,Referral,Converted,NULL,4799279.97,Hatchback,2022-08-30
1069,210,NULL,3,2024-06-06,TV,Converted,24,3173623.86,SUV,2024-08-03
1070,760,4,2,2022-02-18,Google,Lost,17,3430751.97,Luxury,NULL
1071,880,10,5,2022-07-25,Walk-in,Open,42,2521413.11,SUV,NULL
1072,641,12,8,2022-03-15,Referral,Contacted,57,1567011.96,SUV,NULL
1073,140,4,2,2022-11-13,Walk-in,Lost,16,4532520.33,SUV,NULL
1074,162,14,5,2022-04-27,Website,Qualified,39,2825637.22,Hatchback,NULL
1075,746,3,3,2024-10-19,Walk-in,Lost,NULL,452856.45,Sedan,NULL
1076,161,5,7,2022-12-02,Referral,Lost,54,5908535.21,SUV,NULL
1077,586,9,2,2022-12-05,TV,Lost,NULL,2830559.90,SUV,NULL
1078,552,15,1,2023-04-07,TV,Lost,2,1211151.54,Luxury,NULL
1079,178,5,8,2023-08-03,Website,Open,57,5887765.22,SUV,NULL
1080,332,12,7,2023-09-05,Facebook,Contacted,50,3952055.82,SUV,NULL
1081,736,NULL,4,2024-10-28,Facebook,Contacted,33,5766370.55,SUV,NULL
1082,376,NULL,4,2022-11-06,Google,Contacted,33,4743413.00,Hatchback,NULL
1083,843,NULL,2,2024-02-18,Website,Contacted,12,2412461.40,Sedan,NULL
1084,829,1,6,2023-12-04,Website,Converted,NULL,2358887.56,SUV,2024-01-12
1085,202,NULL,1,2023-03-27,Email,Qualified,4,4571752.17,SUV,NULL
1086,1137,12,2,2022-09-11,TV,Converted,19,4908163.45,SUV,2022-09-23
1087,168,NULL,2,2024-05-24,Walk-in,Converted,19,5393477.17,Sedan,2024-06-18
1088,188,NULL,8,2023-02-28,Google,Open,58,4108620.25,SUV,NULL
1089,509,2,3,2024-06-14,Website,Converted,21,5958122.25,Luxury,2024-07-05
1090,1120,11,8,2022-06-04,Google,Qualified,57,4786437.52,SUV,NULL
1091,1139,NULL,1,2024-02-19,Facebook,Qualified,NULL,832701.80,SUV,NULL
1092,509,NULL,7,2022-11-15,Walk-in,Converted,55,5864548.23,Sedan,2023-01-06
1093,880,5,5,2024-06-01,Email,Lost,NULL,5467511.38,Hatchback,NULL
1094,743,9,6,2022-04-16,Facebook,Contacted,46,2688978.59,SUV,NULL
1095,117,NULL,8,2022-12-06,Facebook,Contacted,58,622836.78,SUV,NULL
1096,830,8,3,2023-11-28,Google,Lost,25,470005.94,SUV,NULL
1097,94,15,3,2022-09-24,Walk-in,Contacted,24,3855223.87,SUV,NULL
1098,1014,6,8,2024-10-31,Google,Converted,57,2366940.56,SUV,2024-12-03
1099,828,15,1,2023-01-21,Google,Converted,NULL,2876674.82,SUV,2023-02-23
1100,290,1,4,2024-04-17,Facebook,Contacted,NULL,5580764.75,SUV,NULL
1101,828,NULL,1,2022-06-30,Website,Converted,4,1376400.53,SUV,2022-07-20
1102,945,NULL,4,2023-09-19,Walk-in,Contacted,32,1696805.86,Sedan,NULL
1103,150,14,8,2024-09-30,Facebook,Lost,58,1943307.52,SUV,NULL
1104,466,13,1,2022-05-07,Facebook,Contacted,6,1996713.08,SUV,NULL
1105,134,6,6,2022-09-23,Google,Converted,49,3907938.61,SUV,2022-10-18
1106,659,6,1,2022-02-26,TV,Contacted,7,3009717.52,Hatchback,NULL
1107,975,NULL,1,2022-12-24,Facebook,Lost,4,5237996.80,Hatchback,NULL
1108,233,NULL,6,2024-10-22,TV,Lost,44,5255705.12,Hatchback,NULL
1109,707,14,7,2024-08-11,Email,Contacted,50,3221607.50,SUV,NULL
1110,1067,7,3,2022-08-22,Email,Qualified,NULL,435934.63,Luxury,NULL
1111,82,5,8,2022-05-14,Facebook,Lost,58,4171705.47,SUV,NULL
1112,708,4,2,2022-09-07,Google,Contacted,17,1522559.69,Hatchback,NULL
1113,518,13,7,2023-02-23,Facebook,Qualified,50,5430809.19,SUV,NULL
1114,1124,2,3,2024-07-13,Facebook,Lost,24,2222282.98,SUV,NULL
1115,1050,NULL,3,2023-03-28,Google,Open,24,2045201.32,Hatchback,NULL
1116,244,13,6,2024-05-02,Google,Contacted,NULL,3378560.11,Luxury,NULL
1117,485,8,3,2022-04-07,Walk-in,Qualified,NULL,4207756.97,SUV,NULL
1118,121,NULL,5,2022-09-01,TV,Converted,NULL,1495367.57,SUV,2022-09-24
1119,752,10,1,2022-01-17,Website,Lost,1,2452894.61,SUV,NULL
1120,70,NULL,4,2022-09-27,Google,Contacted,33,5664259.17,Hatchback,NULL
1121,1018,13,4,2024-10-14,Walk-in,Lost,29,3796348.11,SUV,NULL
1122,825,11,6,2024-09-27,Referral,Lost,48,1329144.06,Hatchback,NULL
1123,241,1,4,2022-04-16,Facebook,Lost,33,2482219.36,Sedan,NULL
1124,164,NULL,5,2022-02-14,Google,Lost,42,5962605.06,SUV,NULL
1125,580,8,7,2022-05-28,Facebook,Lost,NULL,1344856.98,SUV,NULL
1126,1051,4,3,2023-03-25,Website,Qualified,22,4506530.04,SUV,NULL
1127,175,NULL,8,2024-11-24,Walk-in,Qualified,58,5738608.43,SUV,NULL
1128,744,6,8,2022-02-14,Facebook,Contacted,58,2688499.86,SUV,NULL
1129,113,2,5,2023-01-19,Walk-in,Open,37,1875720.48,Hatchback,NULL
1130,96,NULL,7,2023-08-03,Website,Converted,50,3607099.49,SUV,2023-09-19
1131,261,NULL,5,2024-01-06,Walk-in,Open,42,2262679.03,SUV,NULL
1132,6,4,8,2024-11-27,Google,Converted,57,4616186.82,SUV,2024-12-31
1133,780,NULL,8,2022-02-20,Facebook,Lost,58,5921370.12,Sedan,NULL
1134,136,2,4,2023-10-11,Facebook,Converted,29,2495210.13,SUV,2023-11-05
1135,276,10,4,2022-01-03,Google,Lost,28,971900.75,Hatchback,NULL
1136,1139,1,5,2022-05-21,Walk-in,Converted,NULL,766780.83,Hatchback,2022-05-31
1137,103,12,1,2024-05-20,Referral,Open,7,4754051.42,Sedan,NULL
1138,548,NULL,8,2024-06-17,Facebook,Contacted,57,2840265.46,Sedan,NULL
1139,441,5,4,2024-01-21,Website,Qualified,32,2078627.75,SUV,NULL
1140,171,2,6,2023-11-16,Facebook,Lost,45,1254478.76,SUV,NULL
1141,804,4,2,2022-07-26,Website,Lost,11,3852608.03,SUV,NULL
1142,327,5,4,2022-04-17,Facebook,Qualified,31,1156071.14,Hatchback,NULL
1143,712,8,4,2022-08-14,Walk-in,Lost,NULL,5862174.89,Sedan,NULL
1144,422,3,5,2024-09-04,Walk-in,Lost,42,5933042.73,SUV,NULL
1145,817,NULL,4,2022-05-04,Website,Lost,33,5097850.79,Hatchback,NULL
1146,1105,NULL,6,2023-05-28,Walk-in,Contacted,NULL,1681659.76,SUV,NULL
1147,1125,8,4,2023-07-20,Website,Converted,33,5321283.77,Sedan,2023-08-21
1148,696,14,8,2022-05-05,Walk-in,Qualified,57,1250505.53,SUV,NULL
1149,1010,15,6,2024-02-06,Facebook,Converted,NULL,1277318.81,SUV,2024-04-05
1150,97,NULL,4,2024-04-29,TV,Converted,33,3502544.29,Sedan,2024-05-16
1151,642,NULL,4,2022-12-27,Walk-in,Lost,33,843147.54,SUV,NULL
1152,1171,11,5,2022-06-07,Google,Qualified,42,1003042.89,SUV,NULL
1153,116,NULL,4,2024-02-29,Facebook,Open,NULL,4015232.35,SUV,NULL
1154,310,5,5,2024-07-19,Email,Converted,42,2802009.64,Sedan,2024-07-22
1155,929,3,4,2022-11-14,Google,Qualified,32,4921799.85,Sedan,NULL
1156,910,NULL,8,2024-04-15,Google,Lost,58,5084914.80,Hatchback,NULL
1157,733,6,6,2023-12-10,Email,Open,43,4869951.05,Sedan,NULL
1158,418,3,8,2022-01-20,Facebook,Converted,57,2371122.24,SUV,2022-02-03
1159,586,9,5,2023-05-29,Facebook,Converted,38,3702322.83,Hatchback,2023-07-01
1160,129,4,8,2022-06-04,Referral,Converted,58,3692156.99,Sedan,2022-06-20
1161,1197,14,6,2023-06-18,Website,Lost,NULL,3195367.37,SUV,NULL
1162,274,NULL,5,2022-04-24,Google,Lost,36,2461404.22,SUV,NULL
1163,951,NULL,5,2022-07-09,Facebook,Converted,42,1127031.71,SUV,2022-08-01
1164,209,6,1,2024-04-28,Email,Contacted,4,4180288.64,Luxury,NULL
1165,1161,NULL,4,2023-04-26,Website,Contacted,33,1545088.19,SUV,NULL
1166,669,NULL,1,2023-10-31,Google,Lost,7,3680696.29,SUV,NULL
1167,696,9,2,2023-08-03,Email,Lost,17,774576.55,Sedan,NULL
1168,1000,5,3,2023-01-10,Facebook,Open,24,2993972.46,Sedan,NULL
1169,1074,5,3,2022-04-02,Email,Converted,27,1009028.69,Hatchback,2022-04-23
1170,554,4,4,2024-07-21,Facebook,Lost,NULL,3257739.81,Luxury,NULL
1171,919,NULL,2,2023-05-15,Google,Contacted,19,5531779.81,SUV,NULL
1172,201,NULL,8,2022-02-13,Google,Qualified,NULL,4176715.63,Hatchback,NULL
1173,42,12,3,2024-09-26,TV,Converted,NULL,1330328.82,SUV,2024-10-19
1174,753,5,2,2022-01-19,Website,Contacted,14,4306557.93,SUV,NULL
1175,140,7,1,2024-08-25,Walk-in,Converted,7,2202327.26,Luxury,2024-09-07
1176,518,7,6,2024-11-05,Email,Lost,48,4465647.60,SUV,NULL
1177,1042,NULL,2,2022-03-21,Email,Qualified,16,2436479.40,Sedan,NULL
1178,586,15,4,2022-03-27,Referral,Open,33,3665241.70,SUV,NULL
1179,476,7,6,2022-05-27,Google,Lost,45,4137648.43,Sedan,NULL
1180,616,NULL,6,2023-05-26,TV,Lost,48,3722516.20,Hatchback,NULL
1181,1127,NULL,3,2024-09-11,Walk-in,Contacted,23,5190275.14,SUV,NULL
1182,286,NULL,4,2024-05-14,Walk-in,Converted,33,1479964.25,Luxury,2024-07-09
1183,389,2,8,2024-11-04,Walk-in,Lost,58,2195816.55,Hatchback,NULL
1184,930,NULL,4,2024-01-21,Website,Open,33,1520576.21,Luxury,NULL
1185,693,13,7,2022-07-07,Website,Contacted,50,3672097.07,SUV,NULL
1186,1124,2,6,2022-12-18,Walk-in,Lost,43,4200274.12,Sedan,NULL
1187,719,1,7,2024-01-27,TV,Contacted,55,437908.79,Sedan,NULL
1188,830,NULL,3,2023-01-22,Walk-in,Qualified,NULL,3993984.68,Hatchback,NULL
1189,571,14,1,2023-06-20,Walk-in,Converted,NULL,3205997.13,Sedan,2023-06-27
1190,412,3,5,2023-11-20,Walk-in,Lost,36,523149.54,Sedan,NULL
1191,1127,15,8,2023-10-24,Walk-in,Converted,57,2066627.28,SUV,2023-11-15
1192,450,3,2,2022-10-03,Walk-in,Lost,19,1598690.55,Sedan,NULL
1193,234,15,8,2024-05-17,Walk-in,Lost,57,3630521.68,SUV,NULL
1194,514,3,5,2024-11-30,Walk-in,Contacted,42,1068302.07,Sedan,NULL
1195,196,6,5,2024-07-13,Google,Open,42,5353756.97,SUV,NULL
1196,1055,8,4,2024-05-25,Facebook,Lost,33,2736884.45,Hatchback,NULL
1197,360,4,1,2022-09-07,Referral,Qualified,4,2673135.11,Luxury,NULL
1198,681,5,1,2024-10-22,Website,Open,NULL,1310265.50,Luxury,NULL
1199,1175,5,2,2022-02-04,Facebook,Contacted,19,495946.23,SUV,NULL
1200,860,13,8,2023-04-21,Google,Qualified,57,4681953.95,Sedan,NULL
1201,608,NULL,8,2024-05-11,Google,Contacted,58,3239242.85,Sedan,NULL
1202,577,15,4,2022-12-17,Google,Lost,32,2907100.62,Sedan,NULL
1203,1084,1,7,2023-12-07,Referral,Contacted,51,569116.94,Luxury,NULL
1204,562,NULL,4,2022-09-19,Facebook,Lost,28,5405668.09,Luxury,NULL
1205,381,3,4,2024-07-16,Google,Open,33,4042983.44,Hatchback,NULL
1206,1028,NULL,8,2022-05-02,Referral,Converted,57,3956179.16,Hatchback,2022-06-01
1207,235,14,5,2022-08-12,Google,Converted,42,4087172.58,SUV,2022-09-27
1208,947,15,3,2023-05-12,Facebook,Contacted,24,5575333.71,SUV,NULL
1209,298,9,6,2024-08-23,Walk-in,Contacted,49,4954964.18,Sedan,NULL
1210,458,2,8,2023-08-27,Email,Contacted,58,4647015.30,SUV,NULL
1211,893,2,2,2022-04-20,Facebook,Lost,NULL,2076693.93,Sedan,NULL
1212,269,NULL,6,2023-02-12,Facebook,Open,49,5534334.26,Hatchback,NULL
1213,411,7,3,2024-02-14,Website,Open,24,3148217.13,SUV,NULL
1214,500,NULL,4,2022-05-26,Referral,Converted,35,4072995.88,SUV,2022-07-19
1215,500,6,8,2022-06-04,Facebook,Lost,58,1640574.50,SUV,NULL
1216,155,2,6,2023-12-24,Website,Qualified,45,3289690.28,SUV,NULL
1217,452,NULL,2,2024-10-14,Walk-in,Converted,17,5490586.31,SUV,2024-12-05
1218,972,4,3,2024-01-28,Website,Converted,22,538345.53,Sedan,2024-02-28
1219,822,15,1,2024-08-04,Walk-in,Converted,NULL,3778769.97,Hatchback,2024-09-10
